,LotArea,1stFlrSF,2ndFlrSF,GrLivArea,OpenPorchSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageArea,Street,SalePrice
608,10122,869,0,869,0,1,0,1,1,3,1948,1950,390.0,Pave,157054.253944128
609,7506,747,412,1159,0,1,0,3,1,5,1925,1950,288.0,Pave,175142.948078577
610,5400,672,0,672,108,1,0,2,1,4,1940,2005,308.0,Pave,159932.1643654
611,10836,1254,182,1436,0,1,0,3,1,7,1922,1950,1488.0,Pave,182801.408333628
612,10180,1044,0,1044,48,1,1,3,1,5,1968,1968,372.0,Pave,181510.375176825
613,11355,1312,0,1312,304,1,1,3,1,6,1958,2001,495.0,Pave,181613.035129451
614,12929,1081,0,1081,82,1,0,3,1,5,1960,1993,401.0,Pave,186920.512597635
615,7200,876,0,876,0,1,0,2,1,5,1951,1951,576.0,Pave,157950.170625222
616,8000,1256,0,1256,240,1,1,3,1,6,1959,1959,311.0,Pave,176115.159022876
617,8000,1027,0,1027,0,1,0,3,1,6,1962,1962,299.0,Pave,182744.514344465
618,8064,819,501,1320,0,2,0,3,1,5,1948,1950,576.0,Pave,180660.683691591
619,6390,984,0,984,0,1,0,2,1,4,1954,1954,280.0,Pave,160775.629777099
620,7200,854,424,1278,0,1,0,4,1,6,1954,1954,240.0,Pave,186711.715848082
621,8513,1800,0,1800,0,2,0,6,2,10,1961,1961,0.0,Pave,223581.758190888
622,7200,1024,564,1588,0,1,1,3,1,6,1955,1967,480.0,Pave,172330.943236652
623,7200,825,0,825,0,1,0,2,1,4,1954,1954,350.0,Pave,163474.633393212
624,7590,1117,0,1117,0,1,0,3,1,6,1963,1963,264.0,Pave,175308.263299874
625,9836,1133,0,1133,175,1,0,3,1,7,2008,2008,308.0,Pave,187462.725306432
626,9184,948,375,1323,0,1,0,3,1,6,1948,2005,400.0,Pave,180655.101535034
627,4800,680,680,1360,50,1,0,2,1,6,1910,2003,330.0,Pave,152121.98603454
628,4800,672,0,672,0,1,0,2,1,4,1940,1950,256.0,Pave,159856.233909727
629,6000,728,728,1456,0,1,1,4,1,7,1915,2005,308.0,Pave,186559.854936737
630,11426,828,658,1594,172,2,0,3,2,9,1910,1996,0.0,Pave,183962.550959411
631,7628,1095,561,1656,0,2,0,2,1,8,1940,1985,440.0,Pave,162107.168699296
632,7308,960,780,1740,0,1,0,2,1,6,1920,1950,225.0,Pave,162582.288981283
633,5400,1027,0,1027,28,1,0,2,1,5,1920,2006,0.0,Pave,154407.701597409
634,10800,884,552,1436,0,2,0,3,2,8,1940,1950,828.0,Pave,181625.666399474
635,6756,899,0,899,0,1,0,2,1,5,1910,1950,200.0,Pave,164810.609473548
636,5914,684,396,1080,165,1,0,3,1,5,1890,1996,0.0,Pave,176429.401241704
637,9000,904,595,1499,20,1,0,3,1,5,1946,1950,869.0,Pave,179188.089925259
638,7311,407,0,407,0,1,0,1,1,3,1946,1950,297.0,Pave,145997.635377703
639,12205,1588,0,1588,0,2,0,5,1,6,1949,1992,0.0,Pave,218676.768270367
640,9142,830,797,1627,0,2,0,4,2,10,1900,2006,420.0,Pave,188323.861214226
641,5350,730,720,1450,192,1,0,3,1,7,1920,1965,288.0,Pave,168690.0722914
642,9143,709,308,1017,0,1,0,2,1,5,1900,2003,308.0,Pave,165088.746797705
643,9600,1377,973,2350,0,2,0,4,2,10,1920,1960,393.0,Pave,191435.007885166
644,6000,884,656,1540,77,1,1,3,1,7,1905,2005,0.0,Pave,168864.404664512
645,11340,723,363,1086,24,1,0,2,1,5,1920,1950,400.0,Pave,176041.882371574
646,10800,1313,1182,2495,299,2,0,5,1,10,1890,1999,342.0,Pave,215911.674390325
647,9750,984,0,984,0,1,0,2,1,5,1959,1959,308.0,Pave,167388.238629016
648,8516,1093,0,1093,0,1,0,2,1,5,1958,2006,308.0,Pave,163854.786753017
649,7111,1143,0,1143,0,1,0,2,1,5,1928,1983,288.0,Pave,163299.477980171
650,7425,1195,473,1668,0,1,1,3,1,8,1945,1950,252.0,Pave,178298.214633119
651,7010,1144,594,1738,30,2,0,3,1,6,1935,1950,240.0,Pave,176376.586164775
652,5000,832,378,1210,0,1,0,3,1,6,1941,2006,240.0,Pave,170211.043976522
653,5870,736,554,1290,112,1,1,3,1,6,1900,2000,200.0,Pave,170818.344786366
654,6000,1014,658,1672,11,1,1,3,1,6,1940,1989,240.0,Pave,174388.867432503
655,6000,949,0,949,0,1,0,2,1,5,1924,2003,370.0,Pave,161112.987374671
656,6000,825,672,1497,0,2,0,3,1,5,1937,2000,672.0,Pave,172179.082325307
657,6000,874,468,1342,0,2,0,2,2,7,1939,1950,240.0,Pave,157798.309713876
658,5000,1013,0,1013,0,1,0,3,1,6,1926,1950,160.0,Pave,169106.151422924
659,5520,565,651,1216,0,1,0,3,1,6,1920,1997,355.0,Pave,170129.531364292
660,5940,896,0,896,0,1,0,2,1,4,1946,1950,280.0,Pave,157680.227412949
661,6240,624,512,1136,365,1,0,2,1,6,1929,1950,336.0,Pave,162690.209131977
662,6120,808,0,808,48,1,0,1,1,6,1945,1995,164.0,Pave,146968.379365095
663,6240,1245,764,2009,20,2,0,4,1,7,1939,1950,400.0,Pave,181507.721372455
664,6120,1226,676,1902,139,2,0,4,1,7,1923,1950,576.0,Pave,191215.589752983
665,9144,1170,546,1716,195,2,0,4,1,8,1915,2004,672.0,Pave,189432.689844522
666,8094,1242,742,1984,0,2,0,5,1,8,1910,1983,360.0,Pave,207271.484957719
667,4347,825,784,1609,182,1,0,3,1,7,1910,1950,228.0,Pave,170030.807488363
668,6291,768,0,768,0,1,0,1,1,4,1930,1950,440.0,Grvl,148409.806476335
669,10266,768,768,1536,216,1,1,4,1,7,1952,1952,308.0,Pave,193850.613979055
670,6876,1272,0,1969,34,2,0,4,1,9,1938,1958,400.0,Pave,193808.319298263
671,10320,880,428,1308,0,2,0,2,1,6,1915,1978,400.0,Pave,166300.235380627
672,7200,1040,0,1040,132,1,0,2,1,5,1925,1992,320.0,Pave,163474.633393212
673,7006,788,448,1236,0,2,0,3,1,6,1925,1950,384.0,Pave,177473.606564978
674,10320,759,0,759,0,1,0,1,1,5,1912,1991,576.0,Pave,157443.925537187
675,10320,808,536,1344,0,2,0,3,2,8,1915,1950,0.0,Pave,180681.007992057
676,9488,1054,0,1054,60,1,0,3,1,6,1947,1993,240.0,Pave,183463.17030026
677,11235,1075,0,1075,0,1,0,3,1,6,1963,1963,440.0,Pave,182481.763081195
678,13014,1096,0,1096,0,1,0,3,1,6,1978,1978,484.0,Pave,193717.15117887
679,10265,992,0,992,0,1,0,3,1,6,1967,2005,294.0,Pave,182782.55099007
680,7703,1034,0,1034,0,1,0,3,1,6,1978,1978,504.0,Pave,175530.651633287
681,9981,1073,0,1073,90,1,0,3,1,6,1967,1967,270.0,Pave,177804.057884623
682,7400,1126,0,1126,0,1,0,2,1,5,1984,1984,506.0,Pave,159448.670848577
683,12900,1140,0,1140,0,1,0,3,1,6,1920,1950,400.0,Pave,181338.976717529
684,9239,960,0,960,0,1,0,3,1,6,1963,2003,300.0,Pave,178553.558537021
685,14175,1188,0,1188,89,1,0,1,1,4,1956,1956,621.0,Pave,162820.928264556
686,10532,1721,0,1721,84,2,0,3,1,7,1960,1960,626.0,Pave,188832.479997186
687,8375,864,486,1350,0,1,1,2,1,6,1941,1973,627.0,Pave,164682.185899437
688,10200,904,0,904,0,1,0,3,1,5,1970,1970,912.0,Pave,181549.735943801
689,20270,1524,0,1524,0,2,0,3,1,7,1979,1979,478.0,Pave,199158.097008868
690,5190,617,462,1079,0,1,0,2,1,5,1948,1950,249.0,Pave,152889.520990566
691,19550,1518,0,1518,39,1,0,2,1,5,1940,2007,0.0,Pave,181150.551679116
692,9571,1509,0,1509,0,1,0,3,1,6,1956,1956,322.0,Pave,181416.732376013
693,9350,864,0,864,0,1,0,2,1,4,1975,1975,0.0,Pave,164391.238182305
694,9360,621,648,1269,236,1,1,3,1,7,1962,2001,280.0,Pave,185421.046498812
695,9771,1093,1721,2814,32,2,1,4,1,9,1995,2002,614.0,Pave,193981.327550004
696,9938,1626,0,1626,40,2,1,3,1,7,1994,1994,534.0,Pave,178824.324789223
697,14171,1101,1099,2200,98,2,1,4,1,9,1993,1994,453.0,Pave,209270.051606246
698,10541,1302,735,2037,33,2,1,3,1,8,1996,1996,472.0,Pave,177801.266806344
699,10616,628,728,1356,24,2,1,3,1,6,2007,2007,484.0,Pave,179053.762236101
700,9345,1615,0,1615,30,2,0,3,1,7,2007,2007,864.0,Pave,178762.170601992
701,11778,2276,0,2276,0,2,0,3,1,7,2008,2008,1348.0,Pave,184655.300458183
702,11778,1766,0,1766,36,2,1,3,1,8,2008,2008,874.0,Pave,191284.655779772
703,11454,1511,0,1511,42,2,0,3,1,6,1995,1995,811.0,Pave,179598.085818785
704,11500,1643,0,1643,0,2,0,2,1,6,1966,1966,438.0,Pave,167517.628078595
705,9750,990,0,990,0,1,0,3,1,5,1994,1994,528.0,Pave,182873.903794044
706,8696,1418,0,1418,110,2,0,3,1,5,1997,1998,558.0,Pave,177484.91371363
707,13142,872,899,1771,96,2,1,3,1,6,1997,1997,600.0,Pave,188444.597319524
708,8998,782,870,1652,70,2,1,3,1,6,2000,2000,532.0,Pave,179184.153848562
709,12192,928,895,1823,36,2,1,3,1,6,2000,2001,626.0,Pave,184365.175780982
710,12250,1174,0,1174,0,1,0,3,1,5,1978,1978,528.0,Pave,184479.322005212
711,9216,1076,0,1076,0,1,1,3,1,5,1975,1975,576.0,Pave,182927.863869391
712,14330,1558,0,1558,0,2,0,2,1,5,1975,2001,440.0,Pave,178611.639373646
713,10400,1290,871,2161,84,2,1,3,1,8,2001,2001,570.0,Pave,181943.343613558
714,9720,1366,581,1947,116,2,1,3,1,7,2001,2002,725.0,Pave,175080.614768394
715,14860,1786,0,1786,35,2,0,3,1,6,2002,2003,715.0,Pave,190720.794649138
716,10905,1129,1198,2327,57,2,1,4,1,9,2003,2003,596.0,Pave,198422.868144723
717,11690,886,878,1764,29,2,1,3,1,7,1999,2000,560.0,Pave,184482.11308349
718,4426,848,0,848,0,1,0,1,1,3,2004,2004,420.0,Pave,139214.952187861
719,10126,1838,0,1838,67,2,0,2,2,8,1997,1998,721.0,Pave,169233.113601757
720,9750,1445,0,1445,35,2,0,3,1,6,2004,2004,470.0,Pave,180664.118686848
721,11058,1564,0,1564,24,2,0,3,1,6,2007,2007,814.0,Pave,178818.742632666
722,9627,1361,0,1361,50,2,0,3,1,6,2007,2007,610.0,Pave,180422.049969947
723,9825,1092,0,1092,0,1,0,3,1,6,1966,1966,264.0,Pave,178601.93645581
724,12102,1033,0,1033,0,1,0,3,1,6,1976,1976,504.0,Pave,183083.159775993
725,6500,1127,0,1127,0,1,1,3,1,6,1976,1976,480.0,Pave,173163.101499699
726,9638,1117,0,1117,0,1,0,3,1,6,1977,1977,542.0,Pave,185968.161159774
727,7200,684,714,1398,0,1,1,3,1,6,1976,2001,440.0,Pave,171226.050683054
729,6012,1152,0,1152,0,2,0,2,2,6,1955,1955,0.0,Pave,160031.711281258
730,6845,1152,0,1152,0,2,0,2,2,6,1955,1955,0.0,Pave,162775.979779394
731,6931,784,0,784,0,1,0,2,1,4,1955,1955,0.0,Pave,160735.445970193
732,12180,585,468,1053,0,1,1,2,1,5,1938,2007,0.0,Pave,166646.109048572
733,8050,929,208,1137,0,1,1,4,1,8,1947,1993,0.0,Pave,188384.548444549
734,9520,930,0,930,0,1,0,2,1,5,1953,1953,286.0,Pave,165830.697255197
735,7692,1204,0,1204,0,1,0,3,1,6,1954,1954,312.0,Pave,182138.358533039
736,5142,949,343,1292,0,1,1,3,1,6,1923,2008,205.0,Pave,171595.397975647
737,7290,1424,0,1424,0,2,0,2,1,7,1921,1950,312.0,Pave,160337.079183809
738,7804,960,960,1920,0,2,2,4,2,10,1930,1950,480.0,Pave,191215.088671543
739,8969,672,644,1316,0,1,0,2,1,6,1926,1950,369.0,Pave,166956.093232213
740,15564,676,588,1264,0,1,0,3,1,6,1914,1995,400.0,Pave,186581.830878692
741,7609,798,714,1512,16,2,0,3,1,7,1925,1997,180.0,Pave,176450.548582099
742,9650,819,784,1603,217,1,0,4,1,7,1923,1950,599.0,Pave,193743.194909801
743,11700,1265,673,1938,40,2,0,4,1,7,1937,1995,240.0,Pave,198882.566078408
744,9260,932,442,1374,0,1,0,3,1,6,1938,1950,225.0,Pave,176385.102235149
745,7801,1091,0,1091,105,1,0,2,1,5,1951,1951,344.0,Pave,162447.639333636
746,9670,983,890,1873,0,1,1,4,1,9,1935,1950,786.0,Pave,193782.555676777
747,12392,1218,943,2161,96,2,1,3,1,8,1950,2000,506.0,Pave,183653.890897141
748,26073,1898,0,1898,51,2,1,3,1,7,1956,1956,484.0,Pave,210578.623546866
749,1879,516,516,1032,0,1,0,2,1,5,1980,1980,462.0,Pave,158527.164107319
750,7000,919,0,919,0,1,0,2,1,5,1926,1998,195.0,Pave,163081.025723456
751,6000,760,330,1090,0,1,0,3,1,5,1940,2006,240.0,Pave,174388.867432503
752,8155,780,420,1200,0,1,0,4,1,7,1930,1950,0.0,Pave,191905.870131966
753,6000,1092,564,1656,180,1,1,3,1,7,1967,1967,288.0,Pave,174388.867432503
754,7392,912,0,912,90,1,0,2,1,5,1930,1995,360.0,Pave,161642.711648983
755,9000,1151,804,1955,0,2,0,4,1,7,1958,1958,356.0,Pave,186939.507215101
756,14584,733,0,733,0,1,0,2,1,4,1952,1952,487.0,Pave,172482.165792649
757,5280,825,536,1361,123,1,0,2,1,6,1895,1950,185.0,Pave,159695.999763546
758,5150,671,378,1049,0,1,0,2,1,5,1910,2000,195.0,Pave,157230.369671007
759,9000,432,432,864,30,1,1,3,1,5,1920,1950,216.0,Grvl,179188.089925259
760,3843,1648,0,1648,53,2,0,2,1,5,2007,2008,525.0,Pave,157972.82120994
761,3811,1646,0,1646,53,2,0,2,1,5,2004,2005,482.0,Pave,156804.951429181
762,23730,2032,0,2032,46,3,0,3,1,7,1996,1997,786.0,Pave,211491.972463654
763,11050,910,910,1820,32,2,1,3,1,8,1996,1997,816.0,Pave,186537.246201062
764,10260,936,936,1872,0,2,2,4,2,8,1976,1976,484.0,Pave,200468.161070551
765,9990,1689,0,1689,120,2,0,3,1,6,1991,1991,432.0,Pave,182241.340444154
766,4084,1501,0,1501,0,2,0,2,1,6,1986,1986,512.0,Pave,157342.225898399
767,11563,1537,0,1537,26,2,0,3,1,8,2006,2007,788.0,Pave,182022.387105998
768,12852,920,860,1780,192,2,1,3,1,6,2007,2007,612.0,Pave,181244.510876788
769,9802,712,730,1442,0,2,1,3,1,6,2006,2007,400.0,Pave,178556.671573788
770,12018,796,816,1612,64,2,1,3,1,6,2008,2008,666.0,Pave,189547.199876284
771,12890,1495,0,1495,0,2,0,3,1,8,1989,1989,438.0,Pave,187948.65165563
772,18265,1256,0,1256,0,2,0,3,1,6,1986,1986,578.0,Pave,194107.287565956
773,11202,1440,0,1440,95,2,0,3,1,7,2003,2003,467.0,Pave,183521.710369283
774,7915,1675,0,1675,52,2,0,3,1,6,1999,2000,435.0,Pave,183682.123638416
775,11449,1728,0,1728,276,2,0,3,1,7,2007,2007,520.0,Pave,178483.353073443
776,11447,1964,0,1964,265,2,1,3,1,7,2005,2006,892.0,Pave,184003.879764736
777,8940,1344,0,1344,0,2,0,2,2,8,1997,1998,784.0,Pave,171318.59033449
778,9278,1092,0,1092,52,1,0,2,1,5,2007,2008,0.0,Pave,162039.754313997
779,4500,1189,0,1189,122,2,0,2,1,4,1997,1997,392.0,Pave,154846.252190699
780,14137,1200,0,1200,119,1,0,3,1,6,1964,1964,850.0,Pave,194822.365690957
781,4224,1040,0,1040,100,1,0,3,1,6,1975,1975,499.0,Pave,169788.738771463
782,2665,925,550,1475,26,2,0,4,1,6,1976,1976,336.0,Pave,178891.554489941
783,1974,526,462,988,101,1,0,2,1,5,1973,2006,297.0,Pave,152084.772428865
784,1596,526,462,988,101,1,0,1,1,4,1973,1973,297.0,Pave,139169.86642879
785,17979,1160,0,1160,0,1,0,3,1,6,1968,1968,257.0,Pave,192439.536044606
786,1477,546,546,1092,0,2,1,3,1,6,1970,2007,0.0,Pave,161067.859766557
787,6490,816,0,816,0,1,0,2,1,4,1983,1983,264.0,Pave,158762.648504781
788,6600,845,0,845,0,1,0,3,1,6,1982,2005,264.0,Pave,175569.690441774
789,12395,889,0,889,0,1,0,3,1,6,1984,1984,484.0,Pave,183659.795012187
791,10667,1587,0,1587,44,2,0,3,1,7,1971,1971,525.0,Pave,180051.809151659
792,8872,754,630,1384,0,2,1,3,1,7,1997,1997,390.0,Pave,176519.18031559
793,10147,924,770,1694,64,2,1,3,1,7,1994,1994,398.0,Pave,179028.429210291
794,8637,947,767,1714,48,2,1,3,1,7,1999,2000,451.0,Pave,177161.583857224
795,7875,691,862,1553,44,2,1,3,1,6,1996,1996,420.0,Pave,180081.508849842
796,7500,957,1342,2299,30,3,1,5,1,7,1999,2003,482.0,Pave,205895.254584712
797,9556,1187,0,1187,21,2,0,3,1,6,1992,1993,420.0,Pave,183389.78131415
798,7655,910,732,1642,84,2,1,3,1,7,1993,1994,392.0,Pave,178543.647859512
799,18160,1128,0,1128,108,1,0,3,1,6,1964,1964,480.0,Grvl,194798.320499104
800,4740,1179,0,1179,108,2,0,2,1,5,1988,1988,480.0,Pave,162845.613675766
801,5118,1321,0,1321,64,1,0,1,1,4,1990,1990,484.0,Pave,148103.867006579
802,12328,1164,1377,2541,32,3,1,4,1,10,2005,2005,729.0,Pave,201016.171121215
805,8035,1612,0,1612,164,2,0,2,1,6,2006,2006,556.0,Pave,161596.052159825
806,14082,2234,0,2234,80,1,1,1,1,7,2006,2006,724.0,Pave,158011.114889899
807,13870,2042,0,2042,52,2,0,3,1,8,2006,2007,724.0,Pave,194089.683858004
808,10960,1284,0,1284,0,2,0,3,1,5,1984,1984,480.0,Pave,181733.336941451
809,12090,725,754,1479,72,2,1,3,1,6,1981,2003,484.0,Pave,182852.32772198
810,12299,1664,0,1664,0,2,0,3,1,7,1978,1985,663.0,Pave,189893.003058465
811,11339,1085,845,1930,72,2,1,4,1,9,1979,1979,481.0,Pave,194650.210979875
812,11850,1177,0,1177,103,2,0,3,1,6,1984,1984,495.0,Pave,187904.461286262
813,10400,1353,0,1353,141,2,0,2,1,5,1979,1999,478.0,Pave,171774.925622692
814,13001,1220,0,1220,0,2,0,2,1,6,1971,1971,944.0,Pave,177998.685921479
815,8991,1324,0,1324,36,2,0,3,1,5,1976,1976,585.0,Pave,175648.484325498
816,8000,1084,793,1877,96,2,1,4,1,8,1974,1974,488.0,Pave,196918.071362067
817,9457,1422,0,1422,0,1,0,3,1,7,1970,1990,576.0,Pave,184299.838071218
818,7920,914,0,914,0,1,0,3,1,5,1970,2002,368.0,Pave,182379.855682734
819,17199,914,0,914,0,1,0,2,1,4,1961,1961,270.0,Pave,184050.725802482
820,4113,1337,0,1337,68,2,0,2,1,5,2001,2001,511.0,Pave,158296.975970284
821,10943,1337,0,1337,68,2,0,2,1,5,1997,1998,522.0,Pave,175053.355553278
822,2205,525,567,1092,0,1,1,3,1,6,1973,1973,264.0,Pave,162293.376090644
823,2058,672,546,1218,28,1,1,4,1,7,1973,1973,264.0,Pave,186328.880047186
824,2304,1055,0,1055,32,2,0,2,1,4,1978,1978,319.0,Pave,151422.116936538
825,7150,988,0,988,0,1,0,3,1,5,1966,1966,360.0,Pave,181969.358707768
826,12469,1816,0,1816,36,2,0,3,1,7,2006,2007,730.0,Pave,189122.67702416
827,11825,1694,0,1694,112,2,0,3,1,7,2006,2007,856.0,Pave,185645.475220346
828,14333,2122,0,2122,142,2,1,2,1,7,2007,2007,938.0,Pave,182829.898109257
829,13641,1943,713,2656,58,2,1,3,1,8,2007,2007,1040.0,Pave,195848.788183328
830,13440,1148,1402,2550,39,2,1,4,1,11,2006,2007,670.0,Pave,198785.059550672
831,15431,2046,0,2046,65,2,1,2,1,7,2005,2006,878.0,Pave,181676.126555428
832,13891,2552,0,2552,28,2,0,3,1,8,2007,2007,932.0,Pave,194131.012663328
833,13654,1722,1036,2758,55,2,1,4,1,9,2005,2006,814.0,Pave,201416.004864508
834,17169,2290,0,2290,30,2,1,2,1,7,2007,2007,1174.0,Pave,185096.577205616
835,16659,1582,570,2152,368,2,1,3,1,7,2007,2008,728.0,Pave,195158.972598372
836,9709,958,1142,2100,104,2,1,3,1,8,2007,2007,786.0,Pave,184795.783735112
837,13615,1802,0,1802,105,2,1,3,1,7,2006,2006,843.0,Pave,189168.263864671
838,13069,1718,1238,2956,50,2,1,5,1,11,2004,2004,916.0,Pave,216855.260149095
839,14277,1217,1168,2385,228,2,1,3,1,7,2003,2003,818.0,Pave,184946.642483576
840,12568,895,923,1818,104,2,1,3,1,8,2007,2007,774.0,Pave,189317.51282069
841,9926,1614,0,1614,38,2,0,3,1,7,2005,2006,878.0,Pave,180803.277842406
842,9254,1721,0,1721,27,2,0,3,1,7,2005,2005,554.0,Pave,175061.18585763
843,10732,1298,530,1828,40,2,1,3,1,7,2006,2007,876.0,Pave,179074.839090732
844,3901,1302,0,1302,50,1,1,1,1,5,2005,2006,631.0,Pave,145708.764336107
845,3903,1302,0,1302,50,1,1,1,1,5,2005,2006,631.0,Pave,142398.022752011
846,6289,1362,0,1362,28,2,0,2,1,6,2005,2006,460.0,Pave,161474.534863641
847,4590,1554,0,1554,73,2,0,2,1,6,2006,2006,627.0,Pave,157025.945155458
848,7841,1577,0,1577,39,2,0,2,1,6,2005,2005,564.0,Pave,163424.037827357
849,6240,1324,0,1324,38,2,0,2,1,6,2006,2006,550.0,Pave,164692.778645345
850,3242,1405,0,1405,36,2,0,2,1,6,2003,2003,478.0,Pave,152163.2443541
851,15810,768,728,1496,0,3,0,3,1,7,2007,2007,572.0,Pave,192383.215486656
852,10237,768,768,1536,38,2,1,3,1,6,2005,2006,400.0,Pave,182520.230322476
853,13204,608,850,1458,33,2,0,3,1,6,2006,2007,454.0,Pave,187254.507549722
854,8857,738,757,1495,30,2,1,3,1,7,2006,2006,440.0,Pave,176489.659740359
855,9729,698,1048,1746,34,2,1,3,1,6,2006,2007,350.0,Pave,181520.466841293
856,12216,1326,0,1326,23,2,0,3,1,6,2005,2005,388.0,Pave,186414.978214721
857,8229,752,752,1504,32,2,1,3,1,6,2007,2007,440.0,Pave,185197.764639705
858,7713,728,728,1456,24,2,1,3,1,7,2007,2007,400.0,Pave,178657.794083741
859,7697,1258,0,1258,0,2,0,3,1,6,2007,2007,462.0,Pave,179731.198023759
860,3621,1589,0,1589,20,2,0,2,1,7,2003,2003,630.0,Pave,161748.271317074
861,3710,1266,0,1266,16,2,0,2,1,6,2007,2007,388.0,Pave,158608.749069322
862,16219,1119,0,1119,24,2,0,2,1,5,2004,2005,437.0,Pave,178807.370559878
863,11084,744,630,1374,0,2,1,3,1,8,2004,2004,400.0,Pave,184187.158803897
864,10936,1525,0,1525,18,2,1,3,1,6,2006,2006,534.0,Pave,181686.10402108
865,11950,754,640,1394,0,2,1,3,1,7,2003,2003,400.0,Pave,190311.050228337
866,7875,847,1101,1948,48,2,1,4,1,8,2003,2003,434.0,Pave,192252.496354076
867,8740,864,1131,1995,48,2,1,4,1,8,2002,2002,435.0,Pave,193954.849525775
868,9487,940,750,1690,50,2,1,3,1,7,2000,2000,442.0,Pave,181044.201560887
869,9649,961,683,1644,42,2,1,3,1,7,1999,2000,460.0,Pave,180258.131219792
870,12191,1779,772,2551,61,2,1,4,1,8,1997,1998,925.0,Pave,199641.657313834
871,10557,1671,1407,3078,87,2,1,4,1,9,1998,1998,806.0,Pave,197530.775205517
872,11002,1411,1171,2582,60,2,1,4,1,9,1998,1999,758.0,Pave,191777.196949138
873,10790,1108,1277,2385,38,2,1,4,1,8,1998,1998,600.0,Pave,195779.543033588
874,11762,1105,1097,2202,65,2,1,4,1,9,1992,1993,517.0,Pave,202112.046522999
875,9044,1335,1203,2538,92,2,1,4,1,8,1996,1997,933.0,Pave,192343.34807661
876,9910,1369,0,1369,203,2,0,3,1,5,2007,2007,605.0,Pave,185191.359443218
877,11830,1542,0,1542,110,2,0,3,1,6,2007,2007,852.0,Pave,186760.207965688
878,10612,1534,0,1534,46,2,0,3,1,7,2006,2006,484.0,Pave,177733.78193528
879,12291,1966,0,1966,52,2,0,1,1,6,2007,2007,1092.0,Pave,164430.391189608
880,9965,1528,0,1528,228,3,2,3,1,6,2007,2007,480.0,Pave,185299.601552401
881,8847,1538,0,1538,40,2,0,3,1,7,2005,2005,484.0,Pave,186414.012339254
882,8251,1506,0,1506,35,2,0,3,1,7,2005,2006,672.0,Pave,176401.921054593
883,9605,982,995,1977,53,2,1,3,1,7,2006,2006,574.0,Pave,182381.322639642
884,8778,1302,528,1830,40,2,1,3,1,7,2006,2006,859.0,Pave,176334.184710805
885,8640,1338,0,1338,141,2,0,3,1,6,2007,2007,598.0,Pave,184901.735847457
886,9000,1335,0,1335,210,2,0,3,1,6,2006,2007,575.0,Pave,180085.766885029
887,8640,896,896,1792,96,2,1,3,1,8,2007,2007,590.0,Pave,184901.735847457
888,10411,725,863,1588,0,3,0,3,1,8,2007,2007,561.0,Pave,183967.561548763
889,12217,955,925,1880,127,2,1,3,1,8,2007,2007,880.0,Pave,193046.301574659
890,10440,1584,0,1584,256,2,0,2,1,6,2007,2007,594.0,Pave,168538.969495849
891,11824,1685,0,1685,63,2,0,2,1,5,2006,2006,658.0,Pave,170157.842016969
892,10625,1158,1285,2443,127,2,1,4,1,9,2004,2004,744.0,Pave,196559.709259637
893,7500,1100,0,1100,136,1,1,3,1,6,2006,2007,0.0,Pave,177133.709361852
894,7500,1143,0,1143,55,1,1,3,1,5,2006,2006,0.0,Pave,181553.279576244
895,12450,1094,0,1094,0,1,0,3,1,6,2003,2004,576.0,Pave,185770.606634739
896,7441,1486,0,1486,32,2,0,3,1,7,2006,2006,566.0,Pave,177017.595099274
897,11613,920,900,1820,85,2,1,3,1,7,1993,1997,492.0,Pave,184123.358536806
898,8012,630,636,1266,0,1,1,2,1,5,1980,1980,283.0,Pave,165970.357492196
899,6285,894,0,894,0,1,0,2,1,5,1977,1977,308.0,Pave,158151.985049452
900,7476,1040,0,1040,0,1,1,3,1,5,1968,1968,686.0,Pave,177086.476441481
901,19522,1271,1232,2503,99,2,1,3,1,7,1990,1990,564.0,Pave,196373.896176551
902,10751,1037,0,1037,47,1,0,2,1,5,1974,1974,431.0,Pave,172465.707083115
903,12712,1055,0,1055,0,1,0,2,1,5,1973,2006,542.0,Pave,168590.782409896
904,4379,1378,0,1378,56,2,0,2,1,6,2004,2004,540.0,Pave,158820.474171061
905,3523,1151,0,1151,60,2,0,2,1,5,2006,2007,484.0,Pave,151611.37057651
906,3784,1565,0,1565,120,2,0,2,1,5,2006,2007,476.0,Pave,152125.028585543
907,3606,1352,0,1352,241,2,0,2,1,5,2006,2007,466.0,Pave,158404.073081048
908,5330,1550,0,1550,102,2,1,2,1,5,2006,2007,528.0,Pave,160692.078640755
909,2280,757,744,1501,0,2,1,3,1,6,1999,1999,440.0,Pave,170175.22684199
910,2117,769,804,1573,32,2,1,3,1,4,2000,2000,440.0,Pave,169854.436591138
911,7321,1358,0,1358,174,2,0,3,1,5,1999,2000,625.0,Pave,183410.785819008
912,8010,1072,976,2048,48,2,1,3,1,8,2003,2004,552.0,Pave,180347.194026928
913,8413,1220,1142,2362,0,2,1,3,1,8,1998,1998,1105.0,Pave,178930.528374292
914,9466,1494,0,1494,30,1,1,1,1,5,1994,1995,478.0,Pave,153346.220086301
915,12000,2362,0,2362,16,2,1,3,1,8,1980,1980,546.0,Pave,182675.204270589
